1.4026650914711276e-47, 6.2571439471820402e-44, 5.5536566101600281e-37, 5.7126518689646688e-26, 2.6986396775912001e-27, 1.5901907583474065e-25, 3.4187538335139873e-16, 8.5103310280499668e-22, 3.530992455432883e-24, 6.6420772139288838e-25, 9.8644980765619906e-24, 3.5950910634954578e-24, 2.8693688192685509e-20, 2.8736347861345114e-20, 2.6566881159259744e-24, 4.4029663894137982e-37, 1.7507753312400788e-25, 1.8840856385384016e-25, 2.1976647837124175e-27, 3.0798678752408684e-30, 1.0595585548428805e-30, 1.3232717521627887e-21, 4.2714456996278092e-19, 8.7516737456624741e-15, 1.9755754193287422e-08, 6.288648047401311e-17, 1.5292321464912373e-13, 1.8431793680395569e-20, 1.1425568747520415e-16, 8.147260863878138e-17
7.1442602653526264e-16, 2.2733551361138361e-48, 7.1207440308374397e-24, 2.2132915443214242e-47, 9.3917810603813258e-27, 2.4128976034802743e-23, 3.6795757734465705e-34, 4.3984034080586021e-27, 4.7592031903963719e-26, 3.330924831079224e-25, 8.1887877864014319e-09, 1.4578942830928941e-08, 1.1651812363363768e-18, 4.1792882546577828e-11, 8.8805468252162593e-19, 9.4474838298299548e-20, 6.6652104779580924e-18, 3.5727621772602e-10, 5.7478350785485126e-13, 8.4818582678644559e-11, 8.8547136071085919e-09, 7.6129134322837349e-12, 0.00011508463823099756, 0.0052755678252755399, 0.0036085535141775855, 0.069660669353586904, 1.0660614861730759e-05, 0.00045092223320513985, 0.00085522150144435683, 0.0018457220507167914
4.5447448932533782e-76, 1.5598102030903295e-97, 7.0868858092886989e-49, 3.3409694421978275e-145, 4.8934561791635431e-72, 6.2307065560213509e-124, 7.012662225333335e-124, 5.1260423249783415e-14, 6.1570012000270378e-14, 9.4592679358255192e-14, 2.4744914859543031e-10, 1.6666866613981418e-20, 2.8882165538531845e-14, 6.6754437461661424e-17, 1.0563682938121272e-13, 6.8264173550725375e-07, 1.9794921332533485e-12, 1.3508714055659078e-09, 0.00029802904399053127, 0.032753803045534192, 0.038708979944475128, 0.13548748397721971, 8.1733538009314733e-09, 1.5339197301932582e-09, 1.5969040287945329e-10, 6.1566336226368799e-08, 7.3829787166960836e-08, 1.1779522091921225e-05, 0.0024153612355253518, 0.03746480324001443
4.5572828870335797e-105, 1.156941366607793e-36, 3.1511239427269762e-33, 1.9699425578191585e-20, 1.2748611675670763e-17, 2.7086020858664192e-17, 6.3553241791777093e-18, 3.3006996712251246e-13, 4.3870194646594032e-11, 3.2111723180497302e-07, 3.9422331384613874e-07, 3.689425920748913e-19, 2.5930547541966104e-18, 1.0842467164204594e-16, 7.2734619327181812e-09, 0.00012385795664585382, 1.9976096688900892e-10, 1.73119232033267e-19, 6.0582788788842221e-09, 5.7655267289014431e-13, 1.0425575667098747e-12, 1.0558610493771204e-13, 9.3414000299592749e-22, 3.0137972361691436e-16, 1.2016995588076402e-17, 6.3495299142004003e-21, 7.3871376244506459e-15, 2.4433805316823219e-17, 7.0981013592751856e-11, 1.3874503394607641e-15
1.2867010507424355e-55, 1.5536425431749008e-59, 6.907010042508598e-58, 9.2904995929329692e-42, 3.2712841808417786e-48, 1.243369947367777e-38, 2.5397113660288781e-37, 4.0306948225297569e-35, 1.4744746211383921e-29, 2.3223636946454384e-21, 5.540034088263449e-11, 3.5687184241163161e-11, 2.7772142485579821e-19, 1.5805134154607593e-07, 3.2847484836032576e-12, 1.96115939297394e-09, 2.2896291345908157e-09, 3.9175074863953082e-10, 1.2850253283724303e-05, 1.3301454763743384e-06, 2.5824143627024698e-08, 2.5206255392353642e-11, 0.0055007802197481375, 1.7334903942243684e-11, 1.582429816391401e-07, 6.0077231096745925e-12, 2.2542890064180373e-11, 1.4423573125195769e-08, 2.7152048756507888e-05, 2.751676248174031e-06
1.2654533803745553e-12, 1.3356979402065654e-09, 1.2663869159103337e-14, 2.2940894516244116e-13, 1.1254083069902848e-12, 1.1221528968222298e-11, 6.1277943975345476e-12, 0.14490798458510226, 0.022973180735378677, 4.0001002509058256e-14, 5.8181191762914796e-05, 0.087489379011487428, 5.696911524911815e-07, 0.018008238143761072, 2.0601369748986122e-06, 1.0316633728504446e-05, 9.5439809699588461e-08, 1.2741529184265016e-07, 6.2770934987909631e-06, 4.8336278725584306e-05, 2.143479934278613e-06, 6.6881672116376138e-10, 4.3103605245191412e-06, 4.4497961140125218e-07, 1.0937260614713236e-06, 6.4291909944734992e-07, 3.2908102256856467e-08, 0.0027620294059774904, 3.8318605876921179e-05, 0.00046243864170768088
3.6705811479193218e-41, 6.3370389255657335e-40, 5.8699863781228402e-16, 2.5660751068342588e-15, 9.1790578003327526e-11, 4.5086758050524895e-11, 1.2415612077646672e-15, 1.0782414867888544e-15, 3.5639635242049445e-08, 1.5357296819970492e-31, 1.9743318549161268e-36, 1.0709849245242942e-26, 1.0533436699998626e-27, 2.2413014793354517e-30, 3.5145412040809462e-23, 1.0621880921733783e-13, 8.5036330527233515e-12, 1.839209886554907e-22, 3.728973788715349e-16, 3.7108485489803171e-16, 8.9855804384086343e-24, 6.5142821418908896e-15, 4.5016579215953409e-22, 2.0395064497310232e-26, 5.8787996153268532e-07, 9.2602902943594844e-07, 3.7365029213723286e-06, 1.4290696960562758e-06, 3.2771534887877234e-08, 2.0822348820466352e-08
2.4789264917575931e-17, 8.4162837071487887e-17, 6.7782191900216484e-05, 0.0039898995795114951, 0.0028472856970774372, 0.0044483205831800654, 1.6288085596430275e-13, 2.7188051414623102e-06, 3.1274438343338494e-05, 1.3126868445394854e-22, 1.6246369907988442e-21, 2.7561911767631905e-26, 1.4171347044809128e-18, 7.001945965064648e-36, 6.6727892427732118e-37, 9.3611422022925728e-31, 5.823646601455884e-05, 4.9979794412408598e-08, 3.040466060006698e-06, 4.3166875544416017e-27, 2.1812514494667e-20, 8.203806987852113e-12, 4.6304231978495404e-13, 4.8331883739767607e-14, 2.237059336897329e-14, 1.8172142651805431e-16, 5.1238420532101305e-13, 2.6352313553649228e-10, 0.0071573507634880964, 0.025384012111294173
6.2944859623623312e-06, 1.0071081350988267e-07, 2.6950237713325873e-13, 2.1231822478251423e-19, 1.4542019727641519e-14, 2.5222433144255629e-14, 2.9628499447406179e-18, 3.4909500853866309e-18, 4.9649403511121674e-16, 3.0426845637215342e-13, 1.2410296819990888e-13, 7.2268318403923391e-10, 1.3293537785809298e-13, 2.0830950604294975e-13, 0.00019256046084524783, 0.00036028505195538814, 1.6618264187326162e-05, 1.6569421131500353e-17, 2.4971399823939973e-05, 6.4615594089805177e-10, 1.5247458213576511e-11, 0.0010463591983081008, 0.00010182557932446584, 0.0016495274754735284, 0.0049053025839540677, 0.00099941679751730582, 0.00095176194228156167, 1.3662959352786333e-05, 0.34334212416804727, 0.48491223870421263
0.054614409710347485, 0.0061223710966440336, 0.040512530577765889, 0.065592908423832627, 0.036728374480277187, 0.12821848471768241, 0.11274228763238714, 0.061940929965144768, 0.20005283317036179, 0.10806589495695731, 0.14574497312508455, 0.075189923630581454, 0.21285756163431221, 0.66586091630546784, 0.11433224285288357, 0.077326101883691906, 0.029848157585179818, 0.13386697570562411, 0.0022765821766466943, 0.0063297046930028498, 0.038591198556504759, 0.47838421059504554, 0.52314409132145001, 0.28290975374256544, 0.18690885161642556, 0.14372360662647751, 0.24480441080044821, 0.12812077005896652, 0.1852062029657606, 0.5708176334310483
